row_number,id,year,age,race,sex,education,party_id,religious_activity,ab_any,ab_defect,ab_no_more,ab_health,ab_poor,ab_rape,ab_single,hispanic
13809,3076,1982,50,Black,Female,16,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13810,3077,1982,71,Black,Male,12,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
13811,3078,1982,51,Black,Male,14,Not Str Democrat,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13812,3079,1982,63,Black,Male,16,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13813,3080,1982,22,Black,Male,11,"Ind,Near Rep",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13814,3081,1982,25,Black,Female,14,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13816,3083,1982,31,Black,Female,19,Independent,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13817,3084,1982,37,Black,Female,8,Not Str Democrat,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13818,3085,1982,27,Black,Female,16,Strong Democrat,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA
13819,3086,1982,28,Black,Male,12,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13820,3087,1982,26,Black,Female,12,Not Str Republican,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,NA
13821,3088,1982,29,Black,Female,11,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13822,3089,1982,34,Black,Female,16,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13823,3090,1982,32,Black,Male,11,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
13824,3091,1982,54,Black,Male,8,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13825,3092,1982,54,Black,Male,12,Strong Democrat,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
13826,3093,1982,79,Black,Female,15,Strong Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13827,3094,1982,NA,Black,Female,11,Strong Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13828,3095,1982,43,Black,Male,6,"Ind,Near Rep",NA,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA
13829,3096,1982,76,Black,Female,6,"Ind,Near Dem",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13830,3097,1982,26,Black,Female,12,Not Str Democrat,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA
13831,3098,1982,38,Black,Male,12,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13832,3099,1982,26,Black,Female,12,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13833,3100,1982,30,Black,Female,12,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
13834,3101,1982,40,Black,Female,12,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13835,3102,1982,34,Black,Female,12,Strong Democrat,NA,FALSE,TRUE,FALSE,NA,FALSE,TRUE,FALSE,NA
13836,3103,1982,50,Black,Female,18,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
13837,3104,1982,52,Black,Female,17,Strong Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13838,3105,1982,52,Black,Male,19,"Ind,Near Dem",NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13839,3106,1982,53,Black,Female,15,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13840,3107,1982,46,Black,Male,7,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13841,3108,1982,26,Black,Female,13,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13842,3109,1982,79,Black,Female,6,Strong Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13843,3110,1982,23,Black,Female,12,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA
13844,3111,1982,53,Black,Female,10,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA,FALSE,NA
13845,3112,1982,19,Black,Male,10,Independent,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,NA
13846,3113,1982,67,Black,Female,3,Not Str Democrat,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
13847,3114,1982,84,Black,Male,3,Not Str Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13848,3115,1982,54,Black,Female,9,Strong Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13849,3116,1982,71,Black,Female,3,Strong Democrat,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13850,3117,1982,59,Black,Female,8,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA
13852,3119,1982,75,Black,Female,7,Strong Democrat,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA
13853,3120,1982,33,Black,Male,13,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13854,3121,1982,73,Black,Female,7,Strong Democrat,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13855,3122,1982,83,Black,Female,5,Strong Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13856,3123,1982,18,Black,Male,11,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13857,3124,1982,56,Black,Female,8,Strong Republican,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13858,3125,1982,34,Black,Female,13,Strong Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13859,3126,1982,56,Black,Male,12,Strong Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13861,3128,1982,29,Black,Female,10,Not Str Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13862,3129,1982,61,Black,Female,12,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
13863,3130,1982,28,Black,Female,14,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
13864,3131,1982,63,Black,Male,12,Strong Democrat,NA,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
13865,3132,1982,30,Black,Female,14,Strong Democrat,NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA
13866,3133,1982,68,Black,Male,10,Strong Democrat,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13867,3134,1982,49,Black,Male,9,Not Str Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13868,3135,1982,56,Black,Female,14,Strong Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA
13869,3136,1982,19,Black,Female,11,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13870,3137,1982,68,Black,Female,11,Strong Democrat,NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA
13871,3138,1982,62,Black,Male,16,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13873,3140,1982,66,Black,Female,18,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13874,3141,1982,50,Black,Female,12,Strong Democrat,NA,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13875,3142,1982,53,Black,Male,15,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13876,3143,1982,69,Black,Female,7,Not Str Democrat,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13877,3144,1982,48,Black,Female,17,Not Str Democrat,NA,FALSE,TRUE,NA,TRUE,NA,TRUE,NA,NA
13878,3145,1982,49,Black,Female,17,Strong Democrat,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
13879,3146,1982,77,Black,Male,18,"Ind,Near Rep",NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13880,3147,1982,65,Black,Female,12,Strong Democrat,NA,FALSE,TRUE,NA,TRUE,TRUE,TRUE,FALSE,NA
13882,3149,1982,36,Black,Female,12,Strong Democrat,NA,FALSE,TRUE,NA,TRUE,TRUE,TRUE,FALSE,NA
13883,3150,1982,71,Black,Female,17,Not Str Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13884,3151,1982,43,Black,Male,8,Not Str Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13885,3152,1982,54,Black,Female,12,Not Str Republican,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13886,3153,1982,23,Black,Male,12,Strong Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13887,3154,1982,29,Black,Female,12,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA
13889,3156,1982,25,Black,Male,13,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13890,3157,1982,43,Black,Female,12,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13894,3161,1982,29,Black,Female,12,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13895,3162,1982,60,Black,Female,6,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA,TRUE,NA
13896,3163,1982,71,Black,Female,7,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,NA
13898,3165,1982,27,Black,Female,12,"Ind,Near Dem",NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13899,3166,1982,50,Black,Female,12,Strong Democrat,NA,FALSE,TRUE,FALSE,NA,FALSE,TRUE,FALSE,NA
13900,3167,1982,29,Black,Male,12,Strong Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13902,3169,1982,54,Black,Male,8,Not Str Democrat,NA,FALSE,FALSE,FALSE,TRUE,NA,TRUE,FALSE,NA
13903,3170,1982,35,Black,Male,9,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13904,3171,1982,35,Black,Male,16,Strong Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA
13906,3173,1982,62,Black,Female,11,Strong Democrat,NA,TRUE,TRUE,NA,TRUE,FALSE,TRUE,TRUE,NA
13908,3175,1982,68,Black,Male,10,Not Str Democrat,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA
13909,3176,1982,27,Black,Male,12,Independent,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13910,3177,1982,20,Black,Male,11,Independent,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA
13911,3178,1982,48,Black,Male,18,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13912,3179,1982,32,Black,Male,14,Not Str Democrat,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13913,3180,1982,60,Black,Female,11,Independent,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA
13914,3181,1982,27,Black,Female,12,Strong Republican,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA
13915,3182,1982,37,Black,Female,11,Strong Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13916,3183,1982,72,Black,Male,3,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13917,3184,1982,57,Black,Female,2,Not Str Democrat,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13918,3185,1982,54,Black,Female,11,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13919,3186,1982,31,Black,Male,14,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA
13920,3187,1982,85,Black,Female,9,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13921,3188,1982,58,Black,Female,14,Not Str Democrat,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13922,3189,1982,47,Black,Female,12,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13923,3190,1982,24,Black,Male,12,Not Str Democrat,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13924,3191,1982,76,Black,Female,3,Strong Democrat,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13925,3192,1982,37,Black,Female,11,Independent,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13926,3193,1982,23,Black,Male,12,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13927,3194,1982,23,Black,Male,14,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13928,3195,1982,26,Black,Female,11,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13929,3196,1982,22,Black,Female,12,Strong Democrat,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13930,3197,1982,62,Black,Female,12,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13931,3198,1982,29,Black,Male,12,"Ind,Near Dem",NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
13932,3199,1982,20,Black,Female,13,Independent,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13933,3200,1982,34,Black,Female,12,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA
13934,3201,1982,35,Black,Female,14,Strong Democrat,NA,FALSE,NA,NA,TRUE,TRUE,TRUE,TRUE,NA
13935,3202,1982,37,Black,Female,16,Strong Republican,NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA
13936,3203,1982,35,Black,Female,20,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13937,3204,1982,56,Black,Female,9,Strong Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13938,3205,1982,38,Black,Female,12,Strong Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13939,3206,1982,29,Black,Male,13,Independent,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13941,3208,1982,53,Black,Female,11,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13942,3209,1982,49,Black,Female,14,Strong Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13943,3210,1982,60,Black,Female,12,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13944,3211,1982,27,Black,Male,10,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13945,3212,1982,21,Black,Male,14,Not Str Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13946,3213,1982,70,Black,Male,3,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13947,3214,1982,37,Black,Female,12,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA
13948,3215,1982,55,Black,Female,8,Strong Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13949,3216,1982,36,Black,Female,12,"Ind,Near Dem",NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13950,3217,1982,63,Black,Male,12,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13951,3218,1982,27,Black,Male,12,"Ind,Near Dem",NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13952,3219,1982,27,Black,Female,12,Independent,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA
13953,3220,1982,80,Black,Male,12,Strong Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13954,3221,1982,32,Black,Female,15,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13955,3222,1982,27,Black,Female,14,Strong Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13956,3223,1982,25,Black,Female,12,"Ind,Near Rep",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA
13957,3224,1982,23,Black,Female,12,Not Str Democrat,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA
13958,3225,1982,71,Black,Female,6,Strong Democrat,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,NA
13959,3226,1982,37,Black,Female,14,Not Str Democrat,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13960,3227,1982,24,Black,Female,12,"Ind,Near Rep",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13961,3228,1982,57,Black,Female,14,"Ind,Near Dem",NA,TRUE,TRUE,NA,TRUE,NA,TRUE,TRUE,NA
13962,3229,1982,48,Black,Male,4,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13963,3230,1982,42,Black,Male,10,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13964,3231,1982,51,Black,Female,9,Strong Democrat,NA,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA
13965,3232,1982,49,Black,Male,10,Strong Democrat,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA
13966,3233,1982,32,Black,Female,NA,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13967,3234,1982,54,Black,Female,7,Not Str Democrat,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13968,3235,1982,56,Black,Female,14,Not Str Democrat,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13969,3236,1982,22,Black,Female,12,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13970,3237,1982,27,Black,Male,12,"Ind,Near Dem",NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
13971,3238,1982,45,Black,Male,12,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13972,3239,1982,20,Black,Female,15,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13973,3240,1982,38,Black,Male,12,Independent,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13974,3241,1982,21,Black,Female,13,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13975,3242,1982,37,Black,Female,12,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,NA,NA
13976,3243,1982,31,Black,Male,14,Strong Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
13977,3244,1982,27,Black,Female,12,Independent,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13978,3245,1982,40,Black,Male,15,Not Str Democrat,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA
13979,3246,1982,25,Black,Female,12,Not Str Democrat,NA,FALSE,TRUE,NA,TRUE,FALSE,TRUE,TRUE,NA
13982,2,1983,55,White,Female,12,Independent,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA
13983,3,1983,54,White,Male,12,Not Str Republican,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13984,4,1983,28,White,Male,12,"Ind,Near Dem",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13985,5,1983,59,White,Female,12,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13986,6,1983,56,White,Male,7,"Ind,Near Dem",NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
13987,7,1983,38,White,Female,13,"Ind,Near Dem",NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13988,8,1983,38,White,Female,12,Strong Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13989,9,1983,32,White,Female,12,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13990,10,1983,47,White,Male,14,Strong Republican,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13991,11,1983,46,White,Female,12,Independent,NA,FALSE,TRUE,NA,TRUE,NA,TRUE,TRUE,NA
13992,12,1983,23,White,Male,14,Not Str Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13993,13,1983,60,White,Female,12,"Ind,Near Dem",NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA
13994,14,1983,60,White,Male,12,"Ind,Near Rep",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13995,15,1983,67,White,Female,4,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13996,16,1983,22,White,Female,12,Not Str Republican,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
13997,17,1983,56,White,Female,12,Not Str Republican,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA
13998,18,1983,36,White,Male,11,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
13999,19,1983,34,White,Male,16,Not Str Republican,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
14000,20,1983,35,White,Female,14,Strong Republican,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
14001,21,1983,56,White,Female,17,Not Str Republican,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
14002,22,1983,37,White,Female,12,Not Str Republican,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
14003,23,1983,40,White,Female,18,Strong Republican,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
14004,24,1983,63,White,Female,12,Strong Republican,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
14005,25,1983,61,White,Male,16,Not Str Republican,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
14006,26,1983,44,White,Female,16,Not Str Republican,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
14007,27,1983,28,White,Female,14,Not Str Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
14009,29,1983,20,White,Male,12,Independent,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA
14010,30,1983,22,White,Female,12,Independent,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
14011,31,1983,39,White,Female,12,Not Str Democrat,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
14012,32,1983,66,White,Male,16,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
14013,33,1983,48,White,Female,12,Not Str Republican,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
14014,34,1983,47,White,Female,12,"Ind,Near Rep",NA,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA
14016,36,1983,44,Black,Male,12,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
14017,37,1983,58,Black,Male,11,Strong Democrat,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
14018,38,1983,58,White,Female,2,Independent,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
14019,39,1983,23,White,Female,14,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
14021,41,1983,37,White,Female,12,Not Str Republican,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
14022,42,1983,33,White,Female,14,Not Str Democrat,NA,FALSE,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA
14024,44,1983,70,White,Female,10,Independent,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
14025,45,1983,37,White,Male,18,Not Str Democrat,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
14026,46,1983,52,White,Male,12,Not Str Republican,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
14028,48,1983,77,White,Female,8,Strong Republican,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA
14029,49,1983,76,White,Female,9,Not Str Republican,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
14030,50,1983,60,White,Female,14,Strong Democrat,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
14031,51,1983,38,White,Female,18,"Ind,Near Dem",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
14032,52,1983,41,White,Female,9,Not Str Democrat,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
14033,53,1983,42,White,Male,8,Independent,NA,FALSE,TRUE,FALSE,TRUE,NA,TRUE,FALSE,NA
14034,54,1983,35,White,Female,12,Not Str Democrat,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
14035,55,1983,35,Black,Female,12,Independent,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
