row_number,id,year,age,race,sex,education,party_id,religious_activity,ab_any,ab_defect,ab_no_more,ab_health,ab_poor,ab_rape,ab_single,hispanic,party_val
10037,917,1978,66,White,Female,9,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
10038,918,1978,19,White,Female,12,Strong Democrat,NA,0,1,0,1,0,1,1,2,-3
10040,920,1978,28,White,Female,12,Not Str Democrat,NA,0,0,0,1,0,1,0,2,-2
10041,921,1978,30,White,Female,13,Independent,NA,1,1,1,1,1,1,1,2,0
10042,922,1978,32,White,Male,14,"Ind,Near Rep",NA,1,1,1,1,1,1,1,2,1
10043,923,1978,26,White,Female,16,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10044,924,1978,32,White,Male,13,Strong Democrat,NA,0,1,0,1,0,1,0,2,-3
10045,925,1978,28,Black,Female,16,Not Str Democrat,NA,0,1,0,1,1,1,0,2,-2
10046,926,1978,27,White,Male,14,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
10047,927,1978,29,White,Male,12,"Ind,Near Dem",NA,1,1,0,1,0,1,0,2,-1
10048,928,1978,31,Other,Male,18,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
10049,929,1978,60,White,Male,10,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
10050,930,1978,24,White,Male,16,Strong Republican,NA,1,1,1,1,1,1,1,2,3
10051,931,1978,58,White,Female,12,Strong Democrat,NA,0,0,0,0,0,0,0,2,-3
10053,933,1978,27,White,Male,12,Strong Democrat,NA,0,1,0,1,0,1,0,2,-3
10055,935,1978,21,White,Female,14,Independent,NA,0,1,0,1,0,0,0,2,0
10056,936,1978,26,White,Male,9,"Ind,Near Rep",NA,1,1,1,1,1,1,1,2,1
10057,937,1978,80,White,Male,10,"Ind,Near Dem",NA,0,1,0,1,1,1,0,2,-1
10059,939,1978,40,White,Female,12,Independent,NA,0,1,0,0,1,1,0,2,0
10062,942,1978,46,White,Male,12,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
10063,943,1978,23,White,Female,11,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10064,944,1978,23,White,Female,12,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
10065,945,1978,28,White,Female,12,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
10066,946,1978,77,White,Female,7,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
10067,947,1978,25,White,Female,8,Strong Republican,NA,0,1,0,1,0,0,0,2,3
10068,948,1978,27,White,Female,10,"Ind,Near Dem",NA,0,1,0,1,1,1,0,2,-1
10069,949,1978,41,White,Female,9,Not Str Democrat,NA,0,0,0,1,0,0,0,2,-2
10071,951,1978,81,White,Female,12,Not Str Democrat,NA,0,1,0,1,0,1,1,2,-2
10072,952,1978,52,White,Female,13,Strong Republican,NA,1,1,1,1,1,1,1,2,3
10073,953,1978,76,White,Female,12,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10074,954,1978,70,White,Female,13,Not Str Democrat,NA,0,0,0,1,0,0,0,2,-2
10075,955,1978,75,White,Female,16,Strong Republican,NA,0,1,0,1,1,1,1,2,3
10076,956,1978,30,White,Male,14,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
10077,957,1978,31,White,Male,12,Strong Democrat,NA,0,1,0,1,0,1,0,2,-3
10079,959,1978,41,White,Male,12,Independent,NA,0,1,0,1,0,1,0,2,0
10080,960,1978,40,Black,Female,12,Independent,NA,1,1,1,1,1,1,1,2,0
10082,962,1978,36,White,Female,12,Independent,NA,0,1,0,1,0,1,0,2,0
10083,963,1978,45,White,Male,9,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
10084,964,1978,26,White,Female,12,Not Str Republican,NA,0,1,0,1,1,1,0,2,2
10085,965,1978,39,White,Female,12,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
10086,966,1978,77,White,Male,8,Not Str Republican,NA,0,1,0,1,1,1,0,2,2
10087,967,1978,19,White,Female,10,Not Str Republican,NA,0,1,0,1,0,1,1,2,2
10088,968,1978,28,White,Female,10,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
10089,969,1978,42,White,Male,12,Independent,NA,0,1,0,1,0,1,0,2,0
10090,970,1978,38,White,Female,8,Independent,NA,0,1,0,1,0,1,0,2,0
10091,971,1978,26,White,Male,13,Independent,NA,1,1,1,1,1,1,1,2,0
10093,973,1978,29,White,Male,10,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10094,974,1978,18,White,Female,11,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
10096,976,1978,35,White,Female,18,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10097,977,1978,32,White,Female,16,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10098,978,1978,37,White,Female,12,Not Str Democrat,NA,0,0,0,1,0,0,0,2,-2
10100,980,1978,43,White,Male,16,Strong Republican,NA,1,1,1,1,1,1,1,2,3
10101,981,1978,63,White,Female,12,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10102,982,1978,34,White,Female,16,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
10103,983,1978,67,White,Female,5,Not Str Republican,NA,0,0,0,1,1,1,1,2,2
10104,984,1978,44,White,Male,16,Independent,NA,0,0,0,0,0,0,0,2,0
10105,985,1978,52,White,Male,20,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10106,986,1978,60,White,Male,16,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
10107,987,1978,65,White,Female,13,"Ind,Near Rep",NA,1,1,1,1,1,1,1,2,1
10108,988,1978,30,White,Male,11,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
10109,989,1978,22,White,Male,13,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10110,990,1978,65,White,Male,12,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
10111,991,1978,56,White,Female,12,"Ind,Near Rep",NA,0,1,0,1,0,1,0,2,1
10112,992,1978,30,White,Female,19,Not Str Democrat,NA,0,1,1,1,1,1,1,2,-2
10113,993,1978,28,White,Male,19,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10114,994,1978,21,White,Female,12,Not Str Democrat,NA,0,0,0,1,0,1,0,2,-2
10115,995,1978,38,White,Male,16,Strong Democrat,NA,0,1,0,1,0,1,0,2,-3
10116,996,1978,57,White,Female,13,Strong Republican,NA,0,1,0,1,1,1,0,2,3
10117,997,1978,37,White,Female,12,Not Str Democrat,NA,0,0,0,1,0,0,0,2,-2
10118,998,1978,60,White,Male,20,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10120,1000,1978,32,White,Female,12,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
10121,1001,1978,28,White,Male,14,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
10122,1002,1978,38,White,Male,13,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
10123,1003,1978,28,White,Male,12,"Ind,Near Dem",NA,0,0,0,0,0,0,0,2,-1
10124,1004,1978,33,White,Female,15,Independent,NA,0,1,0,1,1,1,0,2,0
10125,1005,1978,42,White,Female,20,Not Str Democrat,NA,0,0,0,1,0,1,0,2,-2
10126,1006,1978,31,White,Female,12,Not Str Democrat,NA,0,0,0,0,0,0,0,2,-2
10127,1007,1978,50,White,Male,12,Strong Democrat,NA,0,1,0,1,0,1,0,2,-3
10129,1009,1978,32,White,Male,13,Not Str Republican,NA,1,1,1,1,1,1,0,2,2
10130,1010,1978,32,White,Male,12,Independent,NA,0,1,0,1,1,1,0,2,0
10132,1012,1978,29,White,Male,16,"Ind,Near Dem",NA,0,1,0,1,1,1,0,2,-1
10133,1013,1978,32,White,Female,12,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10134,1014,1978,56,White,Female,17,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10136,1016,1978,33,White,Female,14,Not Str Republican,NA,1,1,0,1,1,1,1,2,2
10137,1017,1978,74,White,Female,14,"Ind,Near Rep",NA,1,1,1,1,1,1,1,2,1
10138,1018,1978,20,Black,Female,12,"Ind,Near Dem",NA,0,1,0,1,0,0,0,2,-1
10139,1019,1978,68,Black,Female,5,Not Str Democrat,NA,0,0,0,1,0,0,0,2,-2
10140,1020,1978,36,Black,Female,12,Strong Democrat,NA,0,1,1,1,0,1,0,2,-3
10142,1022,1978,33,White,Male,14,Independent,NA,0,1,1,1,1,1,1,2,0
10143,1023,1978,58,White,Male,16,Strong Republican,NA,1,1,0,1,1,1,0,2,3
10144,1024,1978,59,White,Male,10,Not Str Democrat,NA,1,1,0,1,1,1,1,2,-2
10145,1025,1978,25,White,Female,4,Independent,NA,0,1,1,1,1,1,1,2,0
10146,1026,1978,31,White,Male,13,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10147,1027,1978,57,White,Female,13,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
10148,1028,1978,28,White,Female,14,Independent,NA,1,1,1,1,1,1,1,2,0
10149,1029,1978,26,White,Female,15,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
10150,1030,1978,33,White,Female,16,Independent,NA,0,1,0,1,0,1,0,2,0
10151,1031,1978,86,Black,Male,0,Strong Republican,NA,0,1,0,1,0,0,0,2,3
10154,1034,1978,30,Black,Male,16,"Ind,Near Dem",NA,0,0,0,1,0,0,0,2,-1
10155,1035,1978,25,Black,Female,12,"Ind,Near Rep",NA,1,1,1,1,1,1,1,2,1
10156,1036,1978,30,White,Male,14,Not Str Democrat,NA,0,0,0,1,0,1,0,2,-2
10157,1037,1978,26,White,Female,7,"Ind,Near Dem",NA,0,1,0,0,0,1,0,2,-1
10158,1038,1978,75,White,Female,6,Independent,NA,0,1,0,1,0,1,0,2,0
10159,1039,1978,28,White,Female,13,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
10160,1040,1978,27,White,Male,17,Independent,NA,0,1,0,0,0,0,0,2,0
10161,1041,1978,32,Black,Male,12,Independent,NA,0,0,0,0,0,0,0,2,0
10162,1042,1978,22,White,Female,12,Independent,NA,1,1,1,1,1,1,1,2,0
10163,1043,1978,54,White,Female,12,Not Str Republican,NA,0,0,0,0,0,0,0,2,2
10165,1045,1978,27,White,Female,11,Independent,NA,1,1,0,1,1,1,1,2,0
10166,1046,1978,26,Black,Female,13,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10167,1047,1978,34,White,Female,12,Not Str Democrat,NA,1,1,1,1,0,1,1,2,-2
10168,1048,1978,39,Other,Female,12,Independent,NA,1,1,1,1,1,1,1,2,0
10170,1050,1978,37,White,Female,12,Independent,NA,0,1,0,1,0,1,0,2,0
10171,1051,1978,31,White,Female,12,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10173,1053,1978,27,White,Female,12,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10174,1054,1978,40,White,Male,12,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
10175,1055,1978,33,White,Female,14,Not Str Republican,NA,0,1,0,1,1,1,1,2,2
10176,1056,1978,34,Other,Female,6,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
10177,1057,1978,39,White,Male,12,Independent,NA,0,0,0,1,0,1,0,2,0
10178,1058,1978,36,White,Female,12,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10179,1059,1978,27,White,Female,12,Not Str Democrat,NA,0,1,1,1,1,1,0,2,-2
10180,1060,1978,31,White,Female,12,Independent,NA,0,0,0,1,0,1,0,2,0
10181,1061,1978,29,White,Male,12,Independent,NA,1,1,1,1,1,1,1,2,0
10182,1062,1978,53,White,Male,8,Strong Democrat,NA,0,1,0,1,0,1,0,2,-3
10183,1063,1978,40,White,Male,16,Not Str Democrat,NA,0,0,0,0,0,0,0,2,-2
10186,1066,1978,22,White,Male,11,"Ind,Near Dem",NA,0,0,0,1,0,1,0,2,-1
10187,1067,1978,26,White,Female,10,"Ind,Near Dem",NA,0,0,0,0,0,0,0,2,-1
10188,1068,1978,34,White,Female,14,Not Str Republican,NA,0,1,0,1,1,1,1,2,2
10189,1069,1978,29,White,Male,14,"Ind,Near Rep",NA,0,1,1,1,1,1,1,2,1
10190,1070,1978,35,White,Male,13,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10191,1071,1978,25,Black,Female,16,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
10192,1072,1978,38,White,Female,10,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
10193,1073,1978,52,White,Male,11,Not Str Democrat,NA,1,1,0,1,0,1,0,2,-2
10194,1074,1978,22,White,Male,12,"Ind,Near Rep",NA,1,1,1,1,1,1,1,2,1
10195,1075,1978,26,White,Male,16,Independent,NA,1,1,1,1,1,1,1,2,0
10196,1076,1978,19,White,Female,12,"Ind,Near Dem",NA,0,1,1,1,1,1,0,2,-1
10197,1077,1978,31,White,Female,16,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10198,1078,1978,28,White,Female,12,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
10199,1079,1978,33,White,Female,9,Strong Democrat,NA,1,1,1,1,0,1,1,2,-3
10200,1080,1978,60,White,Male,14,Strong Republican,NA,0,0,0,0,0,0,0,2,3
10201,1081,1978,56,White,Female,14,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
10202,1082,1978,52,White,Male,18,Strong Republican,NA,0,1,0,1,0,1,0,2,3
10203,1083,1978,57,White,Male,14,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
10204,1084,1978,73,White,Female,10,Strong Republican,NA,1,0,0,1,1,1,1,2,3
10205,1085,1978,54,White,Female,12,"Ind,Near Rep",NA,1,1,1,1,1,1,1,2,1
10206,1086,1978,29,White,Male,16,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
10207,1087,1978,23,White,Male,12,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10208,1088,1978,24,White,Female,13,Independent,NA,0,1,0,1,1,1,0,2,0
10209,1089,1978,68,White,Male,10,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
10211,1091,1978,22,White,Male,13,Independent,NA,0,1,0,1,0,1,0,2,0
10212,1092,1978,30,White,Male,16,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
10213,1093,1978,54,White,Male,8,"Ind,Near Rep",NA,0,1,0,1,0,1,1,2,1
10214,1094,1978,34,White,Female,8,Independent,NA,0,0,0,1,0,1,0,2,0
10215,1095,1978,57,White,Female,8,Not Str Republican,NA,0,1,0,1,0,0,0,2,2
10217,1097,1978,64,White,Female,11,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
10218,1098,1978,38,White,Female,8,Strong Democrat,NA,0,0,0,1,0,0,0,2,-3
10219,1099,1978,42,White,Male,13,Not Str Republican,NA,0,0,0,1,0,0,0,2,2
10221,1101,1978,32,White,Female,11,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10222,1102,1978,31,White,Female,9,Independent,NA,1,1,1,1,1,1,1,2,0
10223,1103,1978,59,White,Male,12,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
10224,1104,1978,43,White,Female,12,Not Str Republican,NA,1,1,0,1,0,1,0,2,2
10226,1106,1978,29,White,Female,5,Strong Democrat,NA,0,0,0,1,0,0,0,2,-3
10227,1107,1978,31,White,Female,15,"Ind,Near Rep",NA,0,1,1,1,1,1,1,2,1
10228,1108,1978,29,White,Male,15,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
10229,1109,1978,39,White,Female,9,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
10230,1110,1978,62,White,Female,12,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
10231,1111,1978,65,White,Female,13,Not Str Democrat,NA,0,1,1,1,1,1,0,2,-2
10232,1112,1978,64,White,Male,19,Other Party,NA,0,1,0,1,1,1,0,2,0
10235,1115,1978,29,White,Male,12,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10237,1117,1978,20,White,Female,12,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
10238,1118,1978,65,White,Male,12,"Ind,Near Rep",NA,0,0,0,0,0,0,0,2,1
10239,1119,1978,65,White,Male,4,Strong Republican,NA,0,0,0,0,0,0,0,2,3
10240,1120,1978,22,Black,Female,10,Independent,NA,1,1,1,1,1,1,0,2,0
10241,1121,1978,32,Black,Female,13,Strong Democrat,NA,1,1,1,1,1,1,0,2,-3
10242,1122,1978,29,White,Female,13,"Ind,Near Dem",NA,0,1,1,1,1,1,1,2,-1
10244,1124,1978,34,White,Male,16,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
10245,1125,1978,32,White,Female,12,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10246,1126,1978,23,White,Female,14,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
10247,1127,1978,28,White,Male,20,Independent,NA,0,1,0,1,1,1,0,2,0
10248,1128,1978,57,White,Female,11,Strong Democrat,NA,0,0,0,1,0,1,0,2,-3
10249,1129,1978,23,Black,Female,14,Not Str Democrat,NA,0,1,0,1,0,0,0,2,-2
10250,1130,1978,31,Black,Female,12,Not Str Democrat,NA,0,1,0,1,0,0,0,2,-2
10252,1132,1978,21,Black,Male,13,Strong Democrat,NA,0,0,0,0,0,0,0,2,-3
10253,1133,1978,49,Black,Female,10,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
10254,1134,1978,57,Black,Male,6,Strong Democrat,NA,0,0,0,0,0,0,0,2,-3
10256,1136,1978,31,White,Male,18,Independent,NA,1,1,1,1,1,1,1,2,0
10257,1137,1978,22,White,Female,12,"Ind,Near Rep",NA,0,1,1,1,0,1,0,2,1
10258,1138,1978,24,White,Male,16,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10259,1139,1978,23,White,Male,15,Other Party,NA,1,1,1,1,1,1,1,2,0
10260,1140,1978,31,White,Male,12,Not Str Democrat,NA,0,1,0,1,1,1,0,2,-2
10262,1142,1978,27,White,Female,12,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10263,1143,1978,65,White,Female,8,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
10264,1144,1978,53,White,Female,12,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10265,1145,1978,60,White,Female,17,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10266,1146,1978,32,White,Female,19,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10267,1147,1978,25,White,Female,18,Strong Republican,NA,1,1,1,1,1,1,1,2,3
10268,1148,1978,41,White,Female,8,Strong Democrat,NA,0,1,0,1,0,1,1,2,-3
10269,1149,1978,39,White,Female,12,Strong Democrat,NA,0,1,0,1,0,0,0,2,-3
10270,1150,1978,31,White,Female,12,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
10271,1151,1978,58,White,Female,10,Not Str Democrat,NA,0,1,0,1,1,1,0,2,-2
10272,1152,1978,74,White,Female,10,Not Str Democrat,NA,0,1,0,1,1,1,1,2,-2
10273,1153,1978,85,White,Male,8,Independent,NA,0,1,0,1,0,1,0,2,0
10274,1154,1978,27,White,Male,18,"Ind,Near Rep",NA,0,1,1,1,0,1,0,2,1
10275,1155,1978,24,White,Female,16,Not Str Democrat,NA,0,1,1,1,1,1,0,2,-2
10277,1157,1978,21,White,Female,12,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
10279,1159,1978,26,White,Female,9,Strong Democrat,NA,0,1,0,1,1,1,0,2,-3
10280,1160,1978,48,White,Male,1,Not Str Republican,NA,0,1,1,1,1,1,1,2,2
10281,1161,1978,24,White,Male,12,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
10282,1162,1978,31,Black,Female,11,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
10283,1163,1978,25,Black,Female,17,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10284,1164,1978,20,Black,Female,11,Strong Democrat,NA,1,1,0,1,0,1,0,2,-3
10285,1165,1978,48,White,Male,7,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
10286,1166,1978,61,White,Female,12,Strong Democrat,NA,0,1,0,1,0,1,0,2,-3
10288,1168,1978,66,White,Female,10,Not Str Democrat,NA,0,1,0,1,1,1,0,2,-2
10289,1169,1978,20,White,Female,12,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
10291,1171,1978,75,White,Female,13,Strong Democrat,NA,0,1,0,1,0,1,0,2,-3
10292,1172,1978,47,White,Female,10,"Ind,Near Dem",NA,0,1,0,1,0,1,0,2,-1
10293,1173,1978,37,White,Male,12,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
10294,1174,1978,26,White,Male,17,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10295,1175,1978,31,White,Female,14,"Ind,Near Rep",NA,1,1,1,1,1,1,1,2,1
10296,1176,1978,50,White,Male,16,"Ind,Near Dem",NA,0,1,1,1,1,1,1,2,-1
10297,1177,1978,21,White,Female,11,Independent,NA,1,1,1,1,1,1,1,2,0
10298,1178,1978,21,White,Male,14,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
10299,1179,1978,27,White,Male,15,Independent,NA,0,1,0,1,0,1,0,2,0
10300,1180,1978,26,White,Male,14,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10301,1181,1978,23,White,Female,16,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10302,1182,1978,24,White,Male,16,Independent,NA,0,1,0,1,0,1,1,2,0
10304,1184,1978,70,White,Female,12,Strong Democrat,NA,0,1,0,1,0,1,0,2,-3
10305,1185,1978,53,White,Female,12,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
10307,1187,1978,27,White,Male,12,"Ind,Near Dem",NA,0,1,0,1,1,1,1,2,-1
10308,1188,1978,22,White,Male,10,Independent,NA,0,1,1,1,0,1,0,2,0
10309,1189,1978,20,White,Female,9,Independent,NA,0,1,0,1,0,0,0,2,0
10310,1190,1978,35,White,Female,12,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
10311,1191,1978,40,White,Male,17,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
10312,1192,1978,19,White,Female,10,Independent,NA,0,0,0,0,0,0,0,2,0
10313,1193,1978,18,White,Female,11,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10314,1194,1978,79,White,Male,9,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
10315,1195,1978,32,White,Male,16,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
10317,1197,1978,43,White,Female,18,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10318,1198,1978,27,White,Female,13,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
10319,1199,1978,30,White,Female,12,"Ind,Near Dem",NA,0,0,0,1,0,0,0,2,-1
10320,1200,1978,21,White,Male,12,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10321,1201,1978,27,White,Female,14,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10322,1202,1978,76,White,Female,8,Strong Democrat,NA,0,1,0,1,0,1,0,2,-3
10323,1203,1978,68,White,Female,8,Independent,NA,1,1,1,1,1,1,1,2,0
10324,1204,1978,26,White,Male,12,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
10325,1205,1978,31,White,Male,14,Not Str Democrat,NA,0,1,1,1,1,1,1,2,-2
10326,1206,1978,34,White,Female,16,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10327,1207,1978,22,White,Female,16,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
10328,1208,1978,76,White,Female,12,Not Str Democrat,NA,0,1,1,1,1,1,1,2,-2
10329,1209,1978,47,White,Female,16,Independent,NA,1,1,1,1,1,1,1,2,0
10330,1210,1978,53,White,Female,14,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10331,1211,1978,70,White,Male,18,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10332,1212,1978,36,Other,Male,20,Independent,NA,1,1,1,1,1,1,1,2,0
10333,1213,1978,78,White,Male,19,Strong Republican,NA,1,1,1,1,1,1,1,2,3
10334,1214,1978,43,White,Male,12,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10335,1215,1978,30,Other,Male,16,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10336,1216,1978,73,White,Male,12,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10337,1217,1978,44,White,Female,13,Strong Democrat,NA,0,1,0,1,0,0,0,2,-3
10338,1218,1978,57,White,Female,13,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10339,1219,1978,25,White,Female,14,"Ind,Near Dem",NA,0,1,1,1,1,1,0,2,-1
10340,1220,1978,39,White,Male,12,Independent,NA,1,1,1,1,1,1,1,2,0
10341,1221,1978,49,White,Female,12,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10342,1222,1978,28,White,Female,13,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10343,1223,1978,42,White,Female,12,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
10345,1225,1978,27,White,Male,16,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10346,1226,1978,35,Black,Male,18,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10347,1227,1978,33,White,Female,18,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
10348,1228,1978,43,White,Male,14,"Ind,Near Rep",NA,1,1,1,1,1,1,1,2,1
10349,1229,1978,39,White,Female,12,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
10350,1230,1978,35,White,Female,15,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
10352,1232,1978,58,White,Female,15,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10353,1233,1978,36,White,Male,18,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10354,1234,1978,35,White,Male,12,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10355,1235,1978,35,White,Female,13,"Ind,Near Dem",NA,1,1,1,1,1,1,1,2,-1
10356,1236,1978,20,Black,Female,12,Not Str Republican,NA,0,1,0,1,0,0,0,2,2
10357,1237,1978,23,White,Female,16,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
10358,1238,1978,29,White,Male,19,Not Str Democrat,NA,1,1,1,1,1,1,1,2,-2
10359,1239,1978,83,White,Male,12,Strong Republican,NA,0,1,0,1,0,1,1,2,3
10360,1240,1978,53,White,Male,10,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
10361,1241,1978,30,White,Male,14,Independent,NA,0,1,1,1,1,1,1,2,0
10363,1243,1978,71,White,Male,10,Strong Democrat,NA,1,1,1,1,1,1,1,2,-3
10364,1244,1978,26,White,Male,12,Independent,NA,0,0,0,1,0,1,1,2,0
10365,1245,1978,24,White,Female,12,"Ind,Near Rep",NA,1,1,1,1,1,1,1,2,1
10366,1246,1978,60,White,Female,12,"Ind,Near Dem",NA,0,1,1,1,0,1,0,2,-1
10367,1247,1978,24,White,Male,14,Not Str Republican,NA,0,1,0,1,0,1,0,2,2
10368,1248,1978,64,White,Female,13,Not Str Republican,NA,1,1,1,1,1,1,1,2,2
10369,1249,1978,57,White,Female,12,Strong Republican,NA,0,1,1,1,0,1,1,2,3
10370,1250,1978,38,White,Female,11,Not Str Democrat,NA,0,0,0,0,0,0,0,2,-2
10371,1251,1978,59,White,Male,8,Not Str Democrat,NA,0,1,0,1,0,1,0,2,-2
10372,1252,1978,73,White,Female,16,Not Str Republican,NA,0,1,1,1,1,1,1,2,2
